"","movie_title","title_year","budget","log_budget","gross","log_gross","country","language","color","duration","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_crime","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_film_noir","genre_game_show","genre_history","genre_horror","genre_music","genre_musical","genre_mystery","genre_news","genre_reality_tv","genre_romance","genre_sci_fi","genre_short","genre_sport","genre_thriller","genre_war","genre_western","plot_keywords","content_rating","imdb_score","num_critic_for_reviews","num_user_for_reviews","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","cast_total_facebook_likes","facenumber_in_poster","movie_facebook_likes","high_gross"
"66","Edge of Tomorrow ",2014,1.78e+08,18.9972941082564,100189501,18.4225739606861,"USA","English","Color",113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alien|combat|dying repeatedly|end of the world|time loop","PG-13",7.9,585,741,"Doug Liman",218,"Tom Cruise",10000,"Lara Pulver",854,"Noah Taylor",509,12652,1,77000,"Low"
"67","Waterworld ",1995,1.75e+08,18.9802965318878,88246220,18.2956414199991,"USA","English","Color",176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"future|sail|sea|smoker|water","PG-13",6.1,91,309,"Kevin Reynolds",58,"Jeanne Tripplehorn",711,"Rick Aviles",60,"Zakes Mokae",60,1004,0,0,"Low"
"68","G.I. Joe: The Rise of Cobra ",2009,1.75e+08,18.9802965318878,150167630,18.8272627614183,"USA","English","Color",118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"cobra|gi joe|snake|train|warhead","PG-13",5.8,250,534,"Stephen Sommers",208,"Joseph Gordon-Levitt",23000,"Dennis Quaid",2000,"Leo Howard",570,26683,4,0,"Low"
"69","Inside Out ",2015,1.75e+08,18.9802965318878,356454367,19.6917167868205,"USA","English","Color",95,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"anger|joy|memory|running away|sadness","PG",8.3,536,773,"Pete Docter",0,"Amy Poehler",1000,"Mindy Kaling",767,"Phyllis Smith",384,2944,1,118000,"High"
"70","Iron Man 2 ",2010,2e+08,19.1138279245123,312057433,19.5586978089613,"USA","English","Color",124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"hammer|military|monaco|revenge|tony stark","PG-13",7,453,723,"Jon Favreau",4000,"Robert Downey Jr.",21000,"Scarlett Johansson",19000,"Jon Favreau",4000,48638,4,18000,"Low"
"71","Snow White and the Huntsman ",2012,1.7e+08,18.9513089950145,155111815,18.8596568019057,"USA","English","Color",132,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"evil queen|fairy tale|magic|queen|snow white","PG-13",6.1,416,710,"Rupert Sanders",274,"Chris Hemsworth",26000,"Kristen Stewart",17000,"Sam Claflin",11000,72881,0,53000,"Low"
"72","Maleficent ",2014,1.8e+08,19.0084674088545,241407328,19.3019962224221,"USA","English","Color",97,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"curse|dark fantasy|fairy|king|kingdom","PG",7,401,634,"Robert Stromberg",171,"Angelina Jolie Pitt",11000,"Sharlto Copley",2000,"Sam Riley",846,15516,2,89000,"Low"
"73","Dawn of the Planet of the Apes ",2014,1.7e+08,18.9513089950145,208543795,19.1556596251078,"USA","English","Color",130,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ape|dam|leader|post apocalypse|sequel","PG-13",7.6,521,620,"Matt Reeves",198,"Gary Oldman",10000,"Judy Greer",2000,"Kodi Smit-McPhee",884,14363,0,45000,"Low"
"74","47 Ronin ",2013,1.75e+08,18.9802965318878,38297305,17.4608900861399,"USA","English","Color",128,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"box office flop|ronin|samurai|shogun|tournament","PG-13",6.3,218,324,"Carl Rinsch",47,"Keanu Reeves",18000,"Cary-Hiroyuki Tagawa",1000,"Jin Akanishi",982,20965,2,35000,"Low"
"75","Captain America: The Winter Soldier ",2014,1.7e+08,18.9513089950145,259746958,19.3752184766142,"USA","English","Color",136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"conspiracy|heroism|megalomaniac|super soldier|world domination","PG-13",7.8,576,742,"Anthony Russo",94,"Scarlett Johansson",19000,"Chris Evans",11000,"Hayley Atwell",2000,36188,1,55000,"Low"
"76","Shrek Forever After ",2010,1.65e+08,18.9214560318649,238371987,19.2893429820567,"USA","English","Color",93,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alternate world|fairy tale parody|female warrior|ogre|true love","PG",6.4,226,173,"Mike Mitchell",31,"Jon Hamm",4000,"Kathy Griffin",225,"Mary Kay Place",213,4628,2,0,"Low"
"77","Tomorrowland ",2015,1.9e+08,19.0625346301248,93417865,18.3525931589984,"USA","English","Color",130,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"boy genius|futuristic city|inventor|teenage girl|time travel","PG",6.5,443,497,"Brad Bird",663,"Judy Greer",2000,"Chris Bauer",638,"Thomas Robinson",604,5046,2,37000,"Low"
"78","Big Hero 6 ",2014,1.65e+08,18.9214560318649,222487711,19.2203824265846,"USA","English","Color",102,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"high tech|martial arts|masked man|robot|superhero","PG",7.9,384,433,"Don Hall",38,"Damon Wayans Jr.",756,"Daniel Henney",719,"Abraham Benrubi",562,2963,0,41000,"Low"
"79","Wreck-It Ralph ",2012,1.65e+08,18.9214560318649,189412677,19.0594386688945,"USA","English","Color",101,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"arcade|candy|glitch|king|medal","PG",7.8,377,345,"Rich Moore",66,"Jack McBrayer",975,"Sarah Silverman",931,"Joe Lo Truglio",833,4451,1,40000,"Low"
"80","The Polar Express ",2004,1.65e+08,18.9214560318649,665426,13.4081827160442,"USA","English","Color",100,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"boy|christmas|christmas eve|north pole|train","G",6.6,188,444,"Robert Zemeckis",0,"Tom Hanks",15000,"Eddie Deezen",726,"Peter Scolari",267,16264,0,10000,"Low"
"81","Independence Day: Resurgence ",2016,1.65e+08,18.9214560318649,102315545,18.4435721744121,"USA","English","Color",120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alien|battle|defense|independence day|mothership","PG-13",5.5,286,520,"Roland Emmerich",776,"Vivica A. Fox",890,"Sela Ward",812,"Judd Hirsch",535,3233,0,67000,"Low"
"82","How to Train Your Dragon ",2010,1.65e+08,18.9214560318649,217387997,19.1971943195356,"USA","English","Color",98,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dragon|island|training|viking|village","PG",8.2,288,492,"Dean DeBlois",255,"Gerard Butler",18000,"America Ferrera",953,"Craig Ferguson",759,20453,0,33000,"Low"
"83","Terminator 3: Rise of the Machines ",2003,2e+08,19.1138279245123,150350192,18.8284777444183,"USA","English","Color",109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"drifter|exploding truck|future|machine|skynet","R",6.4,280,1676,"Jonathan Mostow",84,"Nick Stahl",648,"M.C. Gainey",284,"Carolyn Hennesy",191,1769,0,0,"Low"
"84","Guardians of the Galaxy ",2014,1.7e+08,18.9513089950145,333130696,19.6240454514249,"USA","English","Color",121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"bounty hunter|outer space|raccoon|talking animal|tree","PG-13",8.1,653,1097,"James Gunn",571,"Bradley Cooper",14000,"Vin Diesel",14000,"Djimon Hounsou",3000,32438,3,96000,"Low"
"85","Interstellar ",2014,1.65e+08,18.9214560318649,187991439,19.0519069825233,"USA","English","Color",169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"black hole|father daughter relationship|saving the world|space travel|wormhole","PG-13",8.6,712,2725,"Christopher Nolan",22000,"Matthew McConaughey",11000,"Anne Hathaway",11000,"Mackenzie Foy",6000,31488,1,349000,"Low"
"86","Inception ",2010,1.6e+08,18.8906843731981,292568851,19.494210584971,"USA","English","Color",148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"ambiguous ending|corporate espionage|dream|subconscious|thief","PG-13",8.8,642,2803,"Christopher Nolan",22000,"Leonardo DiCaprio",29000,"Tom Hardy",27000,"Joseph Gordon-Levitt",23000,81115,0,175000,"Low"
"87","The Fast and the Furious ",2001,3.8e+07,17.4530967176907,144512310,18.7888752521997,"USA","English","Color",106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"eighteen wheeler|illegal street racing|truck|trucker|undercover cop","PG-13",6.7,187,988,"Rob Cohen",357,"Paul Walker",23000,"Vin Diesel",14000,"Jordana Brewster",4000,45327,2,14000,"High"
"88","The Curious Case of Benjamin Button ",2008,1.5e+08,18.8261458520605,127490802,18.663554778784,"USA","English","Color",166,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging","PG-13",7.8,362,822,"David Fincher",21000,"Brad Pitt",11000,"Jason Flemyng",1000,"Julia Ormond",919,13333,2,23000,"Low"
"89","X-Men: First Class ",2011,1.6e+08,18.8906843731981,146405371,18.801889845977,"USA","English","Color",132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"cia|cia agent|mutant|nuclear war|professor","PG-13",7.8,500,698,"Matthew Vaughn",905,"Jennifer Lawrence",34000,"Michael Fassbender",13000,"Oliver Platt",1000,50983,3,54000,"Low"
"90","The Hunger Games: Mockingjay - Part 2 ",2015,1.6e+08,18.8906843731981,281666058,19.4562327357043,"USA","English","Color",137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"death of sister|dystopia|execution|rebellion|revolution","PG-13",6.6,389,383,"Francis Lawrence",508,"Jennifer Lawrence",34000,"Philip Seymour Hoffman",22000,"Josh Hutcherson",14000,81385,1,38000,"Low"
"91","The Sorcerer's Apprentice ",2010,1.5e+08,18.8261458520605,63143812,17.9609254130443,"USA","English","Color",109,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chosen one|enchanted object|love|spell|training","PG",6.1,235,238,"Jon Turteltaub",226,"Nicolas Cage",12000,"Omar Benson Miller",418,"Robert Capron",370,13388,0,11000,"Low"
"92","Poseidon ",2006,1.6e+08,18.8906843731981,60655503,17.9207209229563,"USA","English","Color",98,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"cruise|escape|ocean|passenger|water","PG-13",5.6,231,629,"Wolfgang Petersen",249,"Jimmy Bennett",87000,"Mike Vogel",2000,"Andre Braugher",702,92456,0,0,"Low"
"93","Alice Through the Looking Glass ",2016,1.7e+08,18.9513089950145,76846624,18.1573220972507,"USA","English","Color",113,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clock|dark fantasy|mad hatter|queen|sequel","PG",6.4,218,131,"James Bobin",33,"Johnny Depp",40000,"Alan Rickman",25000,"Anne Hathaway",11000,80806,1,30000,"Low"
"94","Shrek the Third ",2007,1.6e+08,18.8906843731981,320706665,19.5860374471104,"USA","English","Color",93,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"disney spoof|fairy tale|prince|princess|tough guy","PG",6.1,227,326,"Chris Miller",50,"Justin Timberlake",3000,"Eric Idle",795,"Rupert Everett",692,4705,2,0,"High"
"95","Warcraft ",2016,1.6e+08,18.8906843731981,46978995,17.6652111448845,"USA","English","Color",123,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"based on video game|fictional language|fictional war|orc|sword and sorcery","PG-13",7.3,275,781,"Duncan Jones",0,"Dominic Cooper",3000,"Callum Rennie",716,"Ruth Negga",648,5505,0,89000,"Low"
"96","Terminator Genisys ",2015,1.55e+08,18.8589356748835,89732035,18.3123383981656,"USA","English","Color",126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alternate timeline|cyborg|future|robot|time machine","PG-13",6.6,474,867,"Alan Taylor",230,"J.K. Simmons",24000,"Emilia Clarke",10000,"Matt Smith",2000,38873,2,82000,"Low"
"97","The Chronicles of Narnia: The Voyage of the Dawn Treader ",2010,1.55e+08,18.8589356748835,104383624,18.4635833628717,"USA","English","Color",113,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dragon|king|mouse|quest|warrior","PG",6.3,228,227,"Michael Apted",150,"Bruce Spence",531,"Shane Rangi",82,"Laura Brent",59,764,4,11000,"Low"
"98","Pearl Harbor ",2001,1.4e+08,18.7571529805736,198539855,19.1065004187942,"USA","English"," Black and White",184,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"air raid|black smoke|japanese military|japanese navy|sunday","PG-13",6.1,191,1999,"Michael Bay",0,"Jennifer Garner",3000,"Jaime King",961,"Mako",691,5401,0,0,"Low"
"99","Transformers ",2007,1.5e+08,18.8261458520605,318759914,19.5799487566983,"USA","English","Color",144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alien contact|autobot|decepticon|robot vs. robot|teenage hero","PG-13",7.1,396,1782,"Michael Bay",0,"Zack Ward",662,"Michael O'Neill",599,"Kevin Dunn",581,2333,0,8000,"High"
"100","Hancock ",2008,1.5e+08,18.8261458520605,227946274,19.2446205188003,"USA","English","Color",102,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bully comeuppance|destruction|prison|superhero|tough girl","PG-13",6.4,318,590,"Peter Berg",532,"Will Smith",10000,"Charlize Theron",9000,"Eddie Marsan",979,21584,0,0,"Low"
"101","I Am Legend ",2007,1.5e+08,18.8261458520605,256386216,19.3621955218153,"USA","English","Color",104,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"new york city|pandemic|post apocalypse|survivalist|virus","PG-13",7.2,323,1413,"Francis Lawrence",508,"Will Smith",10000,"Alice Braga",1000,"Willow Smith",558,13076,0,11000,"Low"
"102","Charlie and the Chocolate Factory ",2005,1.5e+08,18.8261458520605,206456431,19.1455999602108,"USA","English","Color",115,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chocolate|diminution|miniaturization|physical flexability|ticket","PG",6.7,276,1361,"Tim Burton",13000,"Johnny Depp",40000,"Christopher Lee",16000,"David Kelly",588,57844,3,0,"Low"
"103","Ratatouille ",2007,1.5e+08,18.8261458520605,206435493,19.1454985389972,"USA","English","Color",111,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chef|food|french|rat|restaurant","G",8,318,626,"Brad Bird",663,"Janeane Garofalo",1000,"John Ratzenberger",1000,"Brian Dennehy",954,4764,0,10000,"Low"
"104","Batman Begins ",2005,1.5e+08,18.8261458520605,205343774,19.1401960789396,"USA","English","Color",128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"armored car|gangster|gotham|mixed martial arts|social decay","PG-13",8.3,478,2685,"Christopher Nolan",22000,"Christian Bale",23000,"Liam Neeson",14000,"Morgan Freeman",11000,59558,0,15000,"Low"
"105","Madagascar: Escape 2 Africa ",2008,1.5e+08,18.8261458520605,179982968,19.0083727821553,"USA","English","Color",89,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"africa|madagascar|new york city|sequel|zoo","PG",6.7,167,119,"Eric Darnell",35,"Bernie Mac",1000,"Jada Pinkett Smith",851,"Cedric the Entertainer",436,3285,0,0,"Low"
"106","Night at the Museum: Battle of the Smithsonian ",2009,1.5e+08,18.8261458520605,177243721,18.9930362982074,"USA","English","Color",105,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hdtv|motorcycle|museum|security guard|tyrannosaurus rex","PG",5.9,185,209,"Shawn Levy",189,"Robin Williams",49000,"Rami Malek",3000,"Steve Coogan",1000,54039,2,2000,"Low"
"107","X-Men Origins: Wolverine ",2009,1.5e+08,18.8261458520605,179883016,19.0078172864596,"USA","English","Color",119,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"army|civil war|claw fight|commando|wolverine the character","PG-13",6.7,350,641,"Gavin Hood",151,"Hugh Jackman",20000,"Ryan Reynolds",16000,"Dominic Monaghan",2000,40054,0,0,"Low"
"108","Frozen ",2013,1.5e+08,18.8261458520605,400736600,19.8088149115898,"USA","English","Color",102,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"magic|sister love|sister sister relationship|snow|snowman","PG",7.6,406,904,"Chris Buck",69,"Josh Gad",1000,"Maurice LaMarche",523,"Livvy Stubenrauch",490,2582,0,58000,"High"
"109","The Matrix Reloaded ",2003,1.5e+08,18.8261458520605,281492479,19.4556162876027,"USA","English","Color",138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"car motorcycle chase|one against many|oracle|prophecy|stylized violence","R",7.2,275,2789,"Lana Wachowski",0,"Steve Bastoni",234,"Daniel Bernhardt",198,"Helmut Bakaitis",30,534,0,0,"Low"
"110","Thor: The Dark World ",2013,1.7e+08,18.9513089950145,206360018,19.1451328615669,"USA","English","Color",112,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"arrest|portal|thor|warrior|weapon","PG-13",7.1,486,532,"Alan Taylor",230,"Chris Hemsworth",26000,"Natalie Portman",20000,"Anthony Hopkins",12000,59803,3,63000,"Low"
"111","Angels & Demons ",2009,1.5e+08,18.8261458520605,133375846,18.7086816105839,"USA","English","Color",146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"conclave|illuminati|murder|reference to bernini|reference to raphael","PG-13",6.7,298,435,"Ron Howard",2000,"Tom Hanks",15000,"Ayelet Zurer",745,"Armin Mueller-Stahl",294,16948,2,0,"Low"
"112","Thor ",2011,1.5e+08,18.8261458520605,181015141,19.0140912376652,"USA","English","Color",115,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"battle|marvel cinematic universe|scientist|thor|throne","PG-13",7,516,738,"Kenneth Branagh",0,"Chris Hemsworth",26000,"Natalie Portman",20000,"Anthony Hopkins",12000,60059,1,63000,"Low"
"113","Bolt ",2008,1.5e+08,18.8261458520605,114053579,18.5521788871756,"USA","English","Color",96,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cat|dog|hamster|new york city|superpower","PG",6.9,225,178,"Byron Howard",59,"Chloë Grace Moretz",17000,"Diedrich Bader",759,"James Lipton",699,20007,0,0,"Low"
"114","G-Force ",2009,1.5e+08,18.8261458520605,119420252,18.5981593592802,"USA","English","Color",88,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"fbi director|guinea pig|household appliance|secret agent|talking mouse","PG",5.1,145,90,"Hoyt Yeatman",12,"Kelli Garner",730,"Piper Mackenzie Harris",607,"Niecy Nash",182,2217,0,0,"Low"
"115","Wrath of the Titans ",2012,1.5e+08,18.8261458520605,83640426,18.2420375257686,"USA","English","Color",99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ares|hades|titan|underworld|zeus","PG-13",5.8,310,253,"Jonathan Liebesman",473,"Liam Neeson",14000,"Edgar Ramírez",897,"Lily James",502,16184,0,19000,"Low"
"116","Dark Shadows ",2012,1e+08,18.4206807439524,79711678,18.1939266574935,"USA","English","Color",113,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup","PG-13",6.2,526,479,"Tim Burton",13000,"Johnny Depp",40000,"Chloë Grace Moretz",17000,"Christopher Lee",16000,80849,7,82000,"Low"
"117","The Wolfman ",2010,1.5e+08,18.8261458520605,61937495,17.9416362893279,"USA","English","Color",119,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"asylum|death|full moon|transformation|werewolf","R",5.8,357,432,"Joe Johnston",394,"Anthony Hopkins",12000,"Simon Merrells",490,"Art Malik",162,13071,0,0,"Low"
"118","The Legend of Tarzan ",2016,1.8e+08,19.0084674088545,124051759,18.6362094477678,"USA","English","Color",110,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"africa|capture|jungle|male objectification|tarzan","PG-13",6.6,248,239,"David Yates",282,"Christoph Waltz",11000,"Alexander Skarsgård",10000,"Casper Crump",103,21175,2,29000,"Low"
"119","Bee Movie ",2007,1.5e+08,18.8261458520605,126597121,18.6565203264995,"USA","English","Color",91,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bee|dream sequence|egg|scatological humor|squashed bug","PG",6.2,194,206,"Steve Hickner",58,"Matthew Broderick",2000,"Oprah Winfrey",852,"Rip Torn",826,6576,0,0,"Low"
"120","Kung Fu Panda 2 ",2011,1.5e+08,18.8261458520605,165230261,18.9228505802422,"USA","English","Color",90,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"china|kung fu|panda|peacock|tigress","PG",7.3,284,209,"Jennifer Yuh Nelson",90,"Angelina Jolie Pitt",11000,"Gary Oldman",10000,"Mike Bell",15,21015,0,20000,"Low"
"121","The Last Airbender ",2010,1.5e+08,18.8261458520605,131564731,18.6950095394169,"USA","English","Color",103,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"avatar|fire|kingdom|tribe|water","PG",4.2,280,1382,"M. Night Shyamalan",0,"Seychelle Gabriel",1000,"Noah Ringer",756,"Aasif Mandvi",346,2857,0,18000,"Low"
"122","Mission: Impossible III ",2006,1.5e+08,18.8261458520605,133382309,18.7087300664596,"USA","English","Color",124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"arms dealer|fictional government agency|mission|rescue|vatican","PG-13",6.9,310,871,"J.J. Abrams",14000,"Philip Seymour Hoffman",22000,"Tom Cruise",10000,"Eddie Marsan",979,34817,0,0,"Low"
"123","White House Down ",2013,1.5e+08,18.8261458520605,73103784,18.1073906880861,"USA","English","Color",131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"black u.s. president|president|secret service|tour|white house","PG-13",6.4,339,434,"Roland Emmerich",776,"Channing Tatum",17000,"Jake Weber",551,"Matt Craven",256,18204,2,33000,"Low"
"124","Mars Needs Moms ",2011,1.5e+08,18.8261458520605,21379315,16.8779344237588,"USA","English","Color",88,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"boy|martian|rescue|robot|sexism","PG",5.4,132,112,"Simon Wells",25,"Elisabeth Harnois",921,"Dan Fogler",562,"Tom Everett Scott",433,2652,0,0,"Low"
"125","Pan ",2015,1.5e+08,18.8261458520605,34964818,17.3698529139014,"USA","English","Color",111,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1940s|child hero|fantasy world|orphan|reference to peter pan","PG",5.8,256,186,"Joe Wright",456,"Hugh Jackman",20000,"Cara Delevingne",548,"Nonso Anozie",394,21393,4,24000,"Low"
"126","Mr. Peabody & Sherman ",2014,1.45e+08,18.7922443003848,111505642,18.5295857484811,"USA","English","Color",92,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"dog|father son relationship|inventor|talking dog|time travel","PG",6.9,196,130,"Rob Minkoff",50,"Ty Burrell",3000,"Zach Callison",1000,"Karan Brar",517,5810,2,11000,"Low"
"127","Troy ",2004,1.75e+08,18.9802965318878,133228348,18.7075751162498,"USA","English","Color",196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"greek|mythology|prince|trojan|troy","R",7.2,220,1694,"Wolfgang Petersen",249,"Brad Pitt",11000,"Orlando Bloom",5000,"Julian Glover",844,17944,2,0,"Low"
"128","Madagascar 3: Europe's Most Wanted ",2012,1.45e+08,18.7922443003848,216366733,19.1924853639139,"USA","English","Color",93,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"animal|circus|island name in title|lemur|penguin","PG",6.9,211,154,"Eric Darnell",35,"Jada Pinkett Smith",851,"Martin Short",770,"Cedric the Entertainer",436,2444,0,17000,"Low"
"129","Ghostbusters ",2016,1.44e+08,18.7853238575403,118099659,18.5870393937799,"USA","English","Color",116,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ghost|ghostbuster|ghostbusters|male objectification|reboot","PG-13",5.5,464,1211,"Paul Feig",176,"Ed Begley Jr.",783,"Kate McKinnon",370,"Zach Woods",322,2097,4,62000,"Low"
"130","Armageddon ",1998,1.4e+08,18.7571529805736,201573391,19.1216640963629,"USA","English","Color",153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"asteroid|astronaut|bomb|meteorite|outer space","PG-13",6.6,167,1171,"Michael Bay",0,"Bruce Willis",13000,"Steve Buscemi",12000,"Will Patton",537,26029,0,11000,"Low"
"131","Men in Black II ",2002,1.4e+08,18.7571529805736,190418803,19.0647364306977,"USA","English","Color",88,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"alien|lingerie|lingerie model|m.i.b.|pug","PG-13",6.1,208,606,"Barry Sonnenfeld",188,"Will Smith",10000,"Rosario Dawson",3000,"Rip Torn",826,14823,2,2000,"Low"
"132","Beowulf ",2007,1.5e+08,18.8261458520605,82161969,18.2242030887307,"USA","English","Color",115,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"creature|demon|king|reward|warrior","PG-13",6.3,287,505,"Robert Zemeckis",0,"Robin Wright",18000,"Anthony Hopkins",12000,"Sebastian Roché",964,31523,1,3000,"Low"
